Area_Name,Latitude,Longitude,Crime_Rate,Lighting,Police_Distance,Time,Crowd_Density,Risk_Level
Dimna,22.743806,86.212936,3,Good,3.6,Day,Low,Medium
Parsudih,22.800439,86.16819,5,Poor,2.72,Day,Low,Medium
Telco,22.765689,86.154767,6,Poor,1.25,Night,Medium,Medium
Dimna,22.743568,86.209678,7,Poor,3.91,Night,Low,High
Birsa Chowk,22.799103,86.184448,5,Poor,0.1,Night,Medium,Medium
Parsudih,22.802392,86.166017,7,Poor,2.92,Night,Low,High
Marine Drive,22.767644,86.162062,4,Poor,1.19,Night,Medium,Medium
Sonari,22.817403,86.160461,4,Good,2.06,Night,Medium,Medium
Bistupur,22.795995,86.187955,6,Poor,0.1,Night,Low,Medium
Sakchi Market,22.802835,86.199867,4,Poor,0.9,Day,Medium,Medium
Jugsalai,22.78769,86.182031,7,Poor,0.78,Day,Low,High
Telco,22.764438,86.153822,7,Poor,1.5,Night,Low,High
Golmuri,22.786065,86.172596,2,Good,0.45,Day,Medium,Low
Chhota Govindpur,22.752214,86.140292,4,Good,2.81,Day,Medium,Low
Dimna,22.744544,86.208949,2,Good,3.12,Day,Medium,Medium
Burma Mines,22.825453,86.177139,4,Poor,3.18,Day,Low,Medium
Boram Basti,22.841196,86.218258,4,Poor,4.47,Night,Low,High
Bhalubasa,22.760201,86.1492,1,Good,1.85,Day,High,Low
Sonari,22.820094,86.160772,5,Poor,1.61,Night,Low,High
Mango Bazar,22.83279,86.201513,5,Poor,1.92,Day,Medium,Medium
Azadnagar,22.805802,86.196035,6,Poor,1.48,Night,Low,High
Sonari,22.816529,86.162809,3,Good,1.22,Day,Medium,Low
Parsudih,22.798623,86.171194,6,Poor,2.71,Day,High,Medium
Sitaramdera,22.77151,86.163393,4,Good,1.54,Day,Medium,Low
Jharkhand Colony,22.780493,86.204523,5,Good,1.81,Night,Low,High
Golmuri,22.786793,86.176064,5,Good,0.58,Day,Medium,Medium
Ulidih,22.790895,86.21296,4,Poor,2.53,Day,Low,Medium
Agrico,22.777046,86.17151,3,Poor,0.48,Day,Medium,Medium
Chhota Govindpur,22.750336,86.138892,4,Poor,2.74,Night,Low,High
Mango,22.831942,86.201572,6,Poor,1.49,Night,Low,High
Marine Drive,22.76833,86.159133,5,Poor,1.55,Night,Medium,High
Golmuri,22.782573,86.173161,8,Poor,0.78,Night,Low,High
Jugsalai,22.787151,86.181467,5,Good,0.46,Day,High,Medium
Sitaramdera,22.772171,86.167324,9,Poor,1.23,Night,Low,High
Adityapur,22.786731,86.132236,1,Good,0.85,Day,High,Low
Birsa Chowk,22.800789,86.187248,6,Poor,1.1,Night,Low,High
Sitaramdera,22.773567,86.164138,4,Poor,0.67,Day,Low,Medium
Boram Basti,22.842001,86.218519,3,Good,4.31,Day,Low,Medium
Mango Bazar,22.832531,86.205386,6,Poor,1.22,Night,Low,High
Marine Drive,22.768994,86.160488,2,Good,1.66,Night,Medium,Medium
Telco,22.762269,86.154554,6,Poor,0.77,Night,Medium,Medium
Birsa Chowk,22.797993,86.186077,5,Poor,0.1,Night,Low,High
Lal Building,22.798791,86.18174,5,Poor,0.19,Night,Low,High
Birsa Chowk,22.798052,86.185782,3,Poor,0.27,Night,Medium,Medium
Azadnagar,22.804561,86.195693,1,Good,1.11,Day,Medium,Low
Sonari,22.818308,86.163292,3,Good,1.97,Day,Medium,Low
Jharkhand Colony,22.78493,86.202909,3,Good,1.9,Day,Medium,Low
Lal Building,22.802573,86.18048,6,Poor,0.1,Night,Low,High
Lal Building,22.797412,86.179887,4,Poor,0.65,Night,Medium,Medium
Parsudih,22.799268,86.168915,3,Good,2.48,Day,Medium,Low
Jharkhand Colony,22.782813,86.202706,3,Good,2.31,Day,Medium,Low
Jharkhand Colony,22.785149,86.203962,2,Good,1.65,Day,Medium,Low
Birsa Chowk,22.798693,86.183339,5,Poor,0.1,Night,Medium,Medium
Azadnagar,22.804914,86.19822,4,Good,0.99,Night,High,Medium
Sidhgora,22.811075,86.188514,4,Good,1.15,Day,High,Low
Bhalubasa,22.761435,86.14607,2,Good,1.46,Day,High,Low
Karandih,22.814972,86.210373,2,Good,2.53,Day,Medium,Low
Sitaramdera,22.770776,86.16753,5,Poor,0.9,Day,Low,Medium
Sidhgora,22.810405,86.189826,9,Poor,1.32,Night,Low,High
Jharkhand Colony,22.78365,86.204942,7,Poor,1.54,Night,Low,High
Mango Bazar,22.830638,86.204936,3,Good,1.35,Day,High,Low
Golmuri,22.783331,86.175617,8,Poor,1.2,Night,Low,High
Sidhgora,22.811387,86.190638,6,Poor,0.1,Night,Medium,Medium
Jharkhand Colony,22.784375,86.204126,4,Poor,2.35,Night,Low,High
Sakchi,22.806154,86.203584,7,Poor,1.02,Night,Medium,High
Boram,22.842004,86.217959,8,Poor,4.31,Night,Low,High
Sakchi,22.805288,86.201964,5,Poor,1.0,Day,Medium,Medium
Jugsalai More,22.78624,86.182147,6,Poor,0.74,Night,Low,High
Jugsalai More,22.78856,86.181953,1,Good,0.43,Day,High,Low
Dimna,22.743698,86.210656,5,Poor,3.45,Night,Low,High
Mango Bazar,22.834905,86.200106,3,Poor,1.26,Day,Medium,Medium
Ulidih,22.790465,86.208188,2,Good,2.37,Day,Medium,Low
Bhalubasa,22.761047,86.146981,4,Good,1.68,Day,Medium,Medium
Sidhgora,22.810436,86.189742,5,Good,1.22,Day,High,Low
Jugsalai,22.788151,86.179224,5,Good,0.83,Day,High,Medium
Sitaramdera,22.771612,86.164631,2,Good,1.52,Day,Medium,Low
Baridih,22.835441,86.187651,2,Good,1.9,Day,High,Low
Mango,22.831182,86.201601,3,Good,1.33,Day,Medium,Low
Jugsalai,22.790032,86.181428,6,Poor,0.87,Night,Low,High
Lal Building,22.800463,86.180474,6,Poor,0.26,Night,Low,High
Mango,22.829706,86.198542,4,Good,1.59,Day,Medium,Low
Boram Basti,22.84151,86.216158,3,Good,3.83,Day,Low,Medium
Jharkhand Colony,22.782016,86.202481,4,Good,1.59,Day,Medium,Low
Ulidih,22.792492,86.210113,1,Good,2.42,Day,Medium,Low
Sakchi Market,22.804188,86.202576,4,Poor,1.21,Day,Medium,Medium
Sakchi Market,22.806451,86.200552,7,Poor,0.56,Day,Medium,Medium
Lal Building,22.800415,86.182222,4,Poor,0.63,Night,High,Medium
Parsudih,22.801656,86.171203,9,Poor,2.31,Night,Low,High
Golmuri,22.783924,86.177237,2,Good,1.01,Day,High,Low
Kadma,22.812318,86.222556,5,Good,1.1,Night,Medium,Medium
Bistupur,22.794947,86.187438,2,Good,0.78,Day,High,Low
Jharkhand Colony,22.786593,86.206107,3,Good,2.18,Day,Medium,Low
Bistupur,22.796571,86.189728,1,Good,1.17,Day,High,Low
Agrico,22.779688,86.169989,3,Good,0.65,Day,High,Low
Jugsalai More,22.789077,86.182223,6,Poor,0.45,Night,Low,High
Dimna,22.742384,86.209183,5,Good,3.25,Day,Medium,Medium
Sakchi Market,22.805635,86.201198,7,Poor,0.81,Night,Low,High
Bistupur,22.796468,86.187168,2,Good,0.1,Day,High,Low
Jugsalai,22.786564,86.18158,4,Good,0.63,Day,High,Medium
Lal Building,22.799722,86.180333,2,Good,0.21,Day,High,Low
Marine Drive,22.770881,86.159573,2,Good,1.57,Day,High,Low
Lal Building,22.799251,86.182788,7,Poor,0.52,Night,Low,High
Boram,22.839513,86.220328,4,Poor,3.79,Night,Low,High
Parsudih,22.80094,86.169571,2,Good,2.71,Day,Medium,Low
Boram Basti,22.845167,86.217514,3,Poor,4.45,Night,Low,High
Boram,22.837249,86.221041,2,Good,3.73,Day,Low,Medium
Adityapur,22.786552,86.135785,3,Good,0.33,Day,High,Low
Sonari,22.81862,86.163495,7,Poor,1.02,Night,Low,High
Jugsalai,22.787339,86.181741,3,Good,0.32,Day,High,Medium
Azadnagar,22.805583,86.197408,1,Good,0.74,Night,Medium,Low
Birsa Chowk,22.800001,86.186307,1,Poor,0.33,Night,Medium,Medium
Ulidih,22.791087,86.214015,3,Poor,1.87,Day,Low,Medium
Baridih,22.835279,86.186827,9,Poor,1.82,Night,Low,High
Adityapur,22.787439,86.134067,7,Poor,0.1,Night,Low,High
Boram Basti,22.843903,86.216632,2,Good,4.26,Day,Low,Medium
Boram,22.841225,86.219608,6,Poor,4.15,Night,Low,High
Dimna,22.742181,86.209502,5,Poor,3.64,Night,Low,High
Jugsalai More,22.787742,86.180767,2,Good,0.8,Day,High,Low
Lal Building,22.800749,86.18095,4,Poor,0.1,Night,Medium,Medium
Boram,22.838777,86.221788,6,Poor,3.78,Night,Low,High
Adityapur,22.783446,86.132116,3,Good,0.36,Day,High,Low
Jugsalai,22.785266,86.178651,4,Good,0.56,Day,High,Medium
Sakchi Market,22.805105,86.201797,5,Poor,0.93,Day,Medium,Medium
Sakchi Market,22.805447,86.200736,3,Poor,1.4,Day,Medium,Medium
Dimna,22.741227,86.208113,5,Good,3.78,Day,Medium,Medium
Birsa Chowk,22.800569,86.184044,5,Good,0.1,Day,High,Low
Burma Mines,22.825228,86.176858,4,Poor,3.24,Day,Low,Medium
Sidhgora More,22.813024,86.192015,2,Good,1.12,Day,High,Low
Telco,22.765556,86.154069,8,Poor,0.82,Night,Low,High
Jugsalai More,22.7854,86.179191,2,Good,1.1,Day,High,Low
Parsudih,22.801887,86.168993,9,Poor,2.44,Night,Low,High
Kadma,22.814505,86.222921,2,Good,0.11,Day,High,Low
Boram,22.839179,86.222206,7,Poor,4.16,Night,Low,High
Sidhgora More,22.808837,86.192222,3,Good,0.98,Day,High,Low
Agrico,22.77815,86.173338,3,Good,0.82,Day,High,Low
Sidhgora,22.808499,86.189725,5,Good,0.69,Day,High,Low
Jugsalai More,22.788681,86.180722,5,Poor,0.55,Night,Medium,Medium
Kadma,22.812889,86.221985,1,Good,0.81,Day,High,Low
Mango,22.832987,86.202989,3,Good,1.48,Day,Low,Low
Jharkhand Colony,22.780814,86.202167,3,Good,1.96,Night,Medium,Low
Jugsalai More,22.787202,86.179648,5,Poor,0.92,Night,Low,High
Bistupur,22.798544,86.188209,3,Good,0.1,Day,High,Low
Boram,22.838665,86.219961,5,Poor,3.69,Night,Low,High
Sakchi,22.804361,86.201491,4,Good,0.1,Day,High,Low
Jugsalai,22.787695,86.179151,2,Good,0.9,Day,High,Medium
Parsudih,22.800174,86.170209,4,Poor,2.08,Day,Low,Medium
Gamharia,22.770367,86.118865,6,Poor,2.05,Night,Low,High
Bistupur,22.794457,86.185068,4,Poor,0.63,Night,Low,Medium
Boram Basti,22.841834,86.219285,3,Good,4.41,Day,Low,Medium
Telco,22.765774,86.155688,5,Poor,0.68,Night,Medium,Medium
Boram Basti,22.841677,86.217826,7,Poor,4.18,Night,Low,High
Pathargora,22.8005,86.198628,7,Poor,1.18,Night,Low,High
Parsudih,22.802745,86.16883,5,Poor,3.1,Day,Low,Medium
Kadma,22.814595,86.223223,3,Good,0.95,Night,Medium,Medium
Azadnagar,22.804438,86.193578,7,Poor,1.12,Night,Low,High
Agrico,22.776059,86.170654,7,Poor,0.55,Night,Low,High
Telco,22.763572,86.154058,7,Poor,1.35,Night,Low,High
Telco,22.765818,86.15496,8,Poor,1.04,Night,Low,High
Lal Building,22.800413,86.181256,2,Good,0.6,Day,High,Low
Azadnagar,22.807185,86.196964,4,Good,0.78,Day,Medium,Low
Chhota Govindpur,22.751511,86.141633,3,Good,2.74,Day,Medium,Low
Kadma,22.812113,86.221818,4,Good,0.66,Night,Medium,Medium
Boram,22.841378,86.220841,2,Good,4.09,Day,Low,Medium
Marine Drive,22.76917,86.160408,5,Poor,1.47,Night,Low,High
Telco,22.76528,86.155014,6,Poor,0.9,Night,Low,High
Bhalubasa,22.757675,86.14606,3,Good,0.93,Day,Medium,Medium
Bagbera,22.829145,86.228458,8,Poor,3.67,Night,Low,High
Chhota Govindpur,22.753514,86.137974,3,Good,3.67,Day,Medium,Low
Chhota Govindpur,22.750926,86.139777,8,Poor,2.96,Night,Low,High
Baridih,22.836222,86.185348,6,Poor,1.54,Night,Low,High
Sitaramdera,22.768503,86.162826,4,Good,0.93,Day,Medium,Low
Kadma,22.812661,86.221509,5,Good,0.78,Night,Medium,Medium
Jugsalai More,22.786743,86.178687,5,Poor,1.27,Night,Medium,Medium
Dimna,22.745614,86.208396,1,Good,3.08,Day,Low,Medium
Bistupur,22.794646,86.186762,6,Poor,0.46,Night,Low,Medium
Agrico,22.779006,86.171319,6,Poor,0.97,Night,Low,High
Birsa Chowk,22.800585,86.18591,5,Poor,0.6,Night,Low,High
Gamharia,22.768918,86.119748,2,Good,1.88,Day,High,Low
Sakchi Market,22.80444,86.203223,4,Poor,0.35,Day,Medium,Medium
Golmuri,22.784312,86.173635,7,Poor,1.22,Night,Low,High
Boram Basti,22.839778,86.217391,5,Good,4.59,Night,Low,High
Sonari,22.818317,86.16481,5,Poor,1.77,Night,Low,High
Bagbera,22.831914,86.227565,9,Poor,3.24,Night,Low,High
Sakchi Market,22.805784,86.203927,5,Poor,0.73,Day,Medium,Medium
Agrico,22.777765,86.175482,3,Good,0.6,Day,High,Low
Golmuri,22.78427,86.175449,4,Good,1.36,Day,Medium,Medium
Boram,22.840871,86.219504,6,Poor,4.14,Night,Low,High
Jharkhand Colony,22.785159,86.20714,2,Good,2.07,Day,Medium,Low
Bagbera,22.829165,86.229517,5,Poor,3.63,Day,Low,Medium
Baridih,22.837302,86.183941,6,Poor,1.63,Night,Low,High
Agrico,22.779975,86.172418,5,Poor,0.71,Day,Medium,Medium
Sakchi Market,22.806016,86.201145,8,Poor,0.96,Night,Low,High
Mango,22.829136,86.19958,4,Poor,1.3,Night,Medium,Medium
Agrico,22.77647,86.174665,3,Poor,1.17,Day,Medium,Medium
Kadma,22.81301,86.22024,2,Good,0.53,Day,High,Low
Bagbera,22.830091,86.229956,5,Good,2.75,Day,Medium,Low
Parsudih,22.798547,86.166834,4,Poor,2.52,Day,Low,Medium
Marine Drive,22.770742,86.160046,2,Good,1.36,Day,High,Low
Mango Bazar,22.832931,86.201266,6,Poor,1.93,Day,Medium,Medium
Azadnagar,22.806865,86.194229,2,Good,1.14,Day,High,Medium
Mango Bazar,22.829986,86.202836,3,Poor,1.76,Day,Medium,Medium
Agrico,22.776808,86.174585,4,Poor,1.01,Day,Medium,Medium
Pathargora,22.80245,86.200661,1,Good,0.53,Day,High,Low
Jugsalai More,22.78677,86.180764,8,Poor,0.55,Night,Low,High
Parsudih,22.801865,86.168805,5,Poor,2.6,Day,Low,Medium
Parsudih,22.802103,86.168497,6,Poor,2.38,Night,Low,High
Lal Building,22.801638,86.183187,5,Poor,0.99,Night,Medium,Medium
Jugsalai More,22.785302,86.179155,6,Poor,1.27,Night,Low,High
Burma Mines,22.825332,86.179252,3,Good,3.22,Day,Medium,Low
Kadma,22.812955,86.223254,3,Good,0.73,Night,Medium,Medium
Ulidih,22.789852,86.208738,1,Good,2.17,Day,Medium,Low
Sitaramdera,22.773297,86.163958,4,Good,0.76,Day,Medium,Low
Parsudih,22.80266,86.168181,9,Poor,2.42,Day,Low,High
Sakchi Market,22.807098,86.1998,6,Poor,0.94,Night,Low,High
Mango Bazar,22.831638,86.202296,2,Poor,1.68,Day,Medium,Medium
Baridih,22.834835,86.186952,3,Good,2.16,Day,High,Low
Jugsalai,22.787921,86.179532,5,Poor,1.02,Night,Low,High
Lal Building,22.797398,86.183988,4,Poor,0.16,Night,Medium,Medium
Pathargora,22.80401,86.19935,6,Poor,0.36,Night,Low,High
Sakchi Market,22.804517,86.205171,6,Good,1.41,Night,High,High
Birsa Chowk,22.799759,86.183977,3,Poor,0.57,Night,Medium,Medium
Sitaramdera,22.773018,86.164784,2,Good,1.06,Day,Medium,Low
Jharkhand Colony,22.782132,86.203635,9,Poor,1.86,Night,Low,High
Mango,22.829015,86.199968,3,Good,1.46,Day,Medium,Low
Azadnagar,22.808321,86.198007,3,Good,1.01,Day,High,Medium
Sidhgora More,22.811436,86.192712,4,Good,1.07,Day,High,Low
Kadma,22.812629,86.222943,4,Good,1.49,Night,Medium,Medium
Lal Building,22.79981,86.180027,2,Good,0.47,Day,High,Low
Mango,22.832029,86.201982,3,Good,1.73,Day,Medium,Low
Adityapur,22.787201,86.132743,1,Good,0.1,Day,High,Low
Golmuri,22.781901,86.172294,2,Good,0.83,Day,High,Low
Karandih,22.817451,86.210358,6,Poor,3.03,Night,Low,High
Baridih,22.836449,86.185343,4,Good,2.14,Day,Medium,Medium
Adityapur,22.785571,86.13428,8,Poor,0.1,Night,Low,High
Jugsalai More,22.785212,86.181076,4,Poor,1.04,Night,Medium,Medium
Sidhgora,22.811581,86.19131,1,Good,1.37,Day,High,Low
Pathargora,22.802715,86.202205,7,Poor,0.1,Night,Medium,Medium
Jugsalai,22.786113,86.179314,7,Good,1.23,Day,High,Medium
Boram,22.839652,86.222253,6,Poor,3.03,Night,Low,High
Mango Bazar,22.835689,86.205823,2,Poor,1.93,Day,Medium,Medium
Kadma,22.813525,86.220851,4,Good,0.6,Night,Medium,Medium
Sonari,22.817887,86.159497,3,Good,0.98,Day,Medium,Low
Sidhgora,22.808487,86.187925,3,Good,0.86,Day,High,Low
Birsa Chowk,22.801658,86.184307,2,Good,0.7,Day,High,Low
Sidhgora More,22.812272,86.195021,4,Good,1.03,Day,High,Low
Sidhgora,22.812111,86.190026,6,Poor,0.9,Night,Medium,Medium
Parsudih,22.801572,86.168074,7,Poor,2.36,Night,Low,High
Jugsalai,22.790181,86.180072,5,Good,0.1,Day,High,Medium
Ulidih,22.788728,86.208016,6,Poor,2.44,Day,Low,Medium
Burma Mines,22.825244,86.179312,5,Poor,3.61,Day,Low,Medium
Sidhgora,22.810431,86.189862,5,Poor,1.1,Night,Medium,Medium
Bhalubasa,22.762074,86.15115,2,Good,0.7,Day,High,Low
Jharkhand Colony,22.784478,86.205942,4,Good,1.37,Day,Medium,Low
Burma Mines,22.824062,86.179245,3,Poor,2.7,Day,Low,Medium
Sitaramdera,22.772096,86.164637,7,Poor,0.64,Night,Low,High
Jugsalai More,22.784485,86.178363,5,Poor,0.82,Night,Medium,Medium
Sakchi,22.801119,86.20159,9,Poor,0.94,Night,Low,High
Agrico,22.779247,86.170946,6,Poor,0.4,Night,Low,High
Birsa Chowk,22.798438,86.186366,8,Poor,0.57,Night,Low,High
Boram Basti,22.841608,86.217423,4,Poor,4.41,Night,Low,High
Bagbera,22.831246,86.231429,6,Poor,2.91,Day,Low,Medium
Jugsalai,22.790396,86.181304,2,Good,0.64,Day,Medium,Low
Adityapur,22.786602,86.133761,1,Good,0.1,Night,High,Low
Golmuri,22.786992,86.172546,2,Good,0.88,Day,High,Low
Bagbera,22.830754,86.230452,9,Poor,3.1,Night,Low,High
Jharkhand Colony,22.784453,86.204672,3,Good,1.96,Day,Medium,Low
Jugsalai,22.788661,86.182453,4,Poor,0.83,Night,Low,High
Golmuri,22.782172,86.173227,4,Good,1.09,Day,Medium,Medium
Dimna,22.744434,86.210924,1,Good,3.41,Day,Low,Medium
Sitaramdera,22.768332,86.167461,3,Good,1.3,Day,Medium,Low
Bhalubasa,22.759121,86.148409,4,Good,1.75,Day,Medium,Medium
Bhalubasa,22.760034,86.149178,1,Good,1.37,Day,High,Low
Golmuri,22.782915,86.175158,1,Good,1.11,Day,High,Low
Azadnagar,22.805322,86.198847,6,Poor,0.93,Night,Low,High
Sonari,22.821759,86.162557,3,Good,1.57,Night,Low,Medium
Marine Drive,22.771656,86.16105,1,Good,1.48,Night,Medium,Medium
Sakchi,22.803571,86.202846,8,Poor,0.61,Night,Low,High
Baridih,22.834296,86.183838,7,Poor,2.14,Night,Low,High
Burma Mines,22.823084,86.176188,1,Good,3.01,Day,Medium,Low
Burma Mines,22.826057,86.1799,7,Poor,2.89,Night,Low,High
Pathargora,22.801625,86.198487,6,Poor,0.49,Day,Medium,Medium
Golmuri,22.78115,86.175419,8,Poor,0.82,Night,Low,High
Marine Drive,22.770151,86.160624,8,Poor,0.72,Day,Low,High
Birsa Chowk,22.799658,86.186377,4,Poor,0.43,Night,Medium,Medium
Jugsalai,22.789745,86.180328,6,Poor,0.78,Night,Low,High
Karandih,22.81489,86.208814,7,Poor,2.9,Night,Low,High
Sakchi Market,22.804441,86.202568,7,Poor,0.71,Night,Low,High
Chhota Govindpur,22.754979,86.139561,6,Poor,3.46,Night,Low,High
Sakchi,22.80461,86.201053,4,Poor,0.67,Day,High,Low
Agrico,22.779079,86.175908,3,Poor,0.59,Day,Medium,Medium
Karandih,22.814191,86.208813,2,Good,2.25,Day,Medium,Low
Telco,22.766035,86.15351,2,Good,0.49,Day,High,Low
Mango,22.828217,86.200637,4,Good,2.04,Day,Low,Low
Lal Building,22.799307,86.183879,3,Good,0.88,Day,High,Low
Sidhgora,22.808188,86.18675,7,Poor,0.91,Day,Low,High
Burma Mines,22.824093,86.179755,5,Poor,2.69,Day,Low,Medium
Boram Basti,22.843876,86.216633,7,Poor,4.83,Night,Low,High
Bagbera,22.829082,86.230397,8,Poor,2.98,Night,Low,High
Sakchi Market,22.806077,86.200986,5,Poor,0.81,Day,Medium,Medium
Mango,22.832676,86.203988,1,Good,2.0,Day,Medium,Low
Burma Mines,22.824959,86.178187,4,Poor,3.23,Day,Low,Medium
Boram,22.841491,86.218938,2,Good,4.77,Day,Low,Medium
Chhota Govindpur,22.752797,86.139548,3,Poor,2.89,Night,Low,High
Sitaramdera,22.772175,86.165134,2,Good,1.06,Day,Medium,Low
Boram Basti,22.843125,86.218267,2,Good,3.99,Day,Low,Medium
Jharkhand Colony,22.78676,86.205658,3,Good,1.25,Day,Medium,Low
Mango,22.829444,86.200998,8,Poor,1.4,Night,Low,High
Boram Basti,22.840561,86.215934,3,Good,4.6,Day,Low,Medium
Karandih,22.813473,86.20949,3,Good,2.81,Day,Medium,Medium
Lal Building,22.801492,86.18291,2,Good,0.41,Day,High,Low
Burma Mines,22.826694,86.176995,6,Poor,2.65,Day,Low,Medium
Bistupur,22.795594,86.188709,1,Good,0.58,Day,High,Low
Bistupur,22.793196,86.187748,2,Good,0.85,Night,Medium,Low
Adityapur,22.784788,86.133873,6,Poor,0.65,Night,Medium,Medium
Boram Basti,22.842822,86.219791,3,Good,4.26,Day,Low,Medium
Lal Building,22.7999,86.179393,5,Good,0.12,Night,Medium,Medium
Lal Building,22.800271,86.180987,6,Poor,0.7,Night,Low,High
Sonari,22.818215,86.163849,4,Good,0.7,Day,Medium,Low
Ulidih,22.791521,86.212745,6,Poor,2.33,Night,Low,High
Telco,22.765515,86.158429,7,Poor,2.0,Night,Low,High
Burma Mines,22.82588,86.178076,8,Poor,2.47,Night,Low,High
Sakchi,22.804839,86.203587,4,Poor,0.72,Day,Medium,Medium
Jharkhand Colony,22.784787,86.206226,1,Good,1.9,Day,Medium,Low
Chhota Govindpur,22.752688,86.141913,9,Poor,2.64,Night,Low,High
Chhota Govindpur,22.750608,86.14047,5,Poor,3.16,Night,Low,High
Telco,22.76556,86.156389,4,Poor,1.27,Night,Medium,Medium
Chhota Govindpur,22.753187,86.14069,5,Poor,2.85,Night,Low,High
Lal Building,22.801733,86.182783,3,Poor,0.68,Day,High,Low
Dimna,22.743624,86.208622,5,Poor,3.51,Night,Low,High
Mango,22.828952,86.200506,4,Poor,2.61,Night,Medium,Medium
Gamharia,22.768783,86.119216,7,Poor,2.05,Night,Low,High
Birsa Chowk,22.798347,86.183217,4,Good,0.37,Day,Low,Low
Bagbera,22.830284,86.227523,5,Poor,2.5,Day,Low,Medium
Agrico,22.777817,86.172365,5,Poor,0.71,Day,High,Medium
Mango Bazar,22.829314,86.202604,3,Poor,2.0,Day,Medium,Medium
Mango,22.828705,86.201158,2,Good,1.03,Day,Medium,Low
Mango,22.827252,86.201834,7,Poor,0.74,Night,Low,High
Ulidih,22.785321,86.210282,4,Poor,2.21,Day,Low,Medium
Jugsalai,22.788102,86.180715,3,Good,1.18,Day,Medium,Low
Dimna,22.74648,86.208627,7,Poor,3.51,Night,Low,High
Azadnagar,22.808695,86.197316,4,Good,0.88,Day,High,Medium
Sitaramdera,22.770533,86.164847,7,Poor,0.55,Night,Low,High
Sitaramdera,22.772225,86.164349,6,Good,1.36,Day,Low,Medium
Telco,22.762803,86.15472,3,Good,1.33,Day,High,Low
Bistupur,22.794432,86.186601,1,Good,0.1,Day,High,Low
Sidhgora,22.808204,86.189204,5,Poor,1.1,Night,Low,High
Bistupur,22.796062,86.186856,4,Good,0.77,Night,Medium,Low
Jugsalai,22.788026,86.180669,5,Good,1.1,Day,High,Medium
Birsa Chowk,22.799379,86.185984,5,Poor,0.5,Night,Low,High
Ulidih,22.790995,86.210611,2,Poor,2.43,Night,Low,Medium
Bagbera,22.829495,86.23232,5,Poor,3.28,Day,Low,Medium
Kadma,22.813554,86.223218,5,Good,0.9,Night,Medium,Medium
Bagbera,22.828359,86.232935,10,Poor,2.46,Night,Low,High
Jugsalai More,22.784983,86.180839,8,Poor,0.27,Night,Low,High
Jugsalai,22.786052,86.181915,4,Good,0.44,Day,High,Medium
Karandih,22.815974,86.209269,3,Good,2.55,Day,Medium,Medium
Adityapur,22.785293,86.135439,2,Good,0.64,Day,High,Low
Parsudih,22.798393,86.168016,5,Poor,2.61,Day,Low,Medium
Baridih,22.834905,86.182794,3,Good,2.39,Day,Medium,Medium
Golmuri,22.782227,86.176589,10,Poor,1.4,Night,Low,High
Boram Basti,22.844491,86.216126,5,Good,3.89,Day,Low,Medium
Agrico,22.777132,86.173658,5,Poor,0.98,Day,Medium,Medium
Sakchi Market,22.806022,86.20068,3,Poor,0.6,Day,Medium,Medium
Golmuri,22.785733,86.17599,9,Poor,0.93,Night,Low,High
Jharkhand Colony,22.782568,86.206894,4,Good,2.01,Day,Medium,Low
Jharkhand Colony,22.784114,86.205794,5,Poor,0.71,Night,Low,High
Azadnagar,22.80683,86.19787,7,Poor,1.84,Night,Low,High
Baridih,22.835173,86.185011,5,Good,2.2,Day,Medium,Medium
Boram Basti,22.842542,86.221351,4,Good,3.99,Day,Low,Medium
Bhalubasa,22.758006,86.149119,8,Poor,2.07,Night,Low,High
Sidhgora More,22.811831,86.190649,3,Good,0.78,Day,High,Low
Marine Drive,22.769271,86.160104,1,Good,1.35,Day,High,Low
Sonari,22.819524,86.161771,4,Good,1.63,Night,Medium,Medium
Lal Building,22.80138,86.181624,5,Poor,0.98,Night,Low,High
Jugsalai,22.789303,86.178614,5,Poor,0.66,Night,Low,High
Bagbera,22.830523,86.23058,5,Good,3.15,Day,Medium,Low
Telco,22.765963,86.152921,9,Poor,1.52,Night,Low,High
Pathargora,22.803033,86.196212,8,Poor,0.8,Night,Low,High
Adityapur,22.788043,86.133684,5,Poor,0.48,Night,Medium,Medium
Boram Basti,22.841949,86.216866,4,Good,4.59,Day,Low,Medium
Baridih,22.835246,86.183708,7,Poor,2.89,Night,Low,High
Sitaramdera,22.773398,86.160345,3,Good,1.31,Day,Medium,Low
Dimna,22.742264,86.208724,1,Good,3.54,Day,Low,Medium
Agrico,22.775997,86.17274,6,Poor,0.96,Night,Low,High
Sakchi,22.80534,86.201949,5,Poor,1.26,Day,Medium,Medium
Pathargora,22.801691,86.200581,1,Good,0.39,Day,High,Low
Boram,22.838189,86.222089,6,Poor,3.9,Night,Low,High
Dimna,22.743751,86.210775,7,Poor,2.96,Night,Low,High
Sonari,22.821147,86.16354,5,Good,1.39,Day,Medium,Low
